,track_id,artists,album_name,track_name,duration_ms,genre
19147,49yGVckA7KfjnYpKtBdACZ,George Strait,pov: you bake cookies,Christmas Cookies,195560,country
19148,22Q68uXoySffMDUAzYUyLR,George Strait,pov: you rock around the christmas tree,O Christmas Tree,147720,country
19149,0nR17tnzpnWBFKW7EGLxfg,George Strait,Christmas Country Songs 2022,Christmas Cookies,195560,country
19150,3gq98hzXfMGQ5VFIGJ1DoB,Haley Mae Campbell,Never Been in Love,Never Been in Love,179189,country
19151,3fgJqcj57xcIJTg5V76tzx,Blake Shelton,Hideaway - New Boots,No Body,187640,country
19152,6hES6A4ZOL8MzYpULEfsoZ,Blake Shelton,Single Saturday Night - Country Songs,God's Country,204800,country
19153,1gH8QigoIquQ3diZp0Ht6l,Tim McGraw,Sad Country Songs,7500 OBO,221400,country
19154,14kPhDLHvuDXVlOWS6hzJq,Blake Shelton,Merry Christmas,Jingle Bell Rock,123400,country
19155,7bfZTvjOD4WXpweVxpg85o,Carrie Underwood;John Legend,Christmas Songs 2022,Hallelujah,275099,country
19156,6m239N2EPkMYkN5unIYT9F,Tim McGraw,Sad Country Songs,Doggone,215906,country
19157,3GG9WXxmHL5zGm7hXwCe7L,Blake Shelton,Cuddle Up Christmas,Home,230453,country
19158,6gEaGQfwz4jUE94R6Om2hu,Tim McGraw,Santa Claus Is Coming To Town,Christmas All Over The World,166168,country
19159,42rRYDeMFkYfUGOIhDPlF9,Carrie Underwood;John Legend,Christmas Dinner,Hallelujah,275099,country
19160,1uJjQSOlc8ql6cs0cVWQH6,Blake Shelton,Country Car Hits,No Body,187640,country
19161,1DSf23IQgLUFAABgklPday,Blake Shelton;Gwen Stefani,Cozy Country,Happy Anywhere,171026,country
19162,62XZ7yQ1unC3jGGUK3HAJp,Blake Shelton;Michael Bublé,Country Christmas Time,Home,227040,country
19163,5toFHcmv9XVQsOKbjlUZWY,Blake Shelton;Michael Bublé,Country Holiday,Home,227040,country
19164,1SXRVPBqTOBlcMSbYwHfFH,Blake Shelton,New Country,Come Back as a Country Boy,221733,country
19165,2hyP9WkqwrydvQZ7IrCe0N,Blake Shelton,Finest Country,Austin,230333,country
19166,1lhL0mBtkFnCfyCzXf86uk,Carrie Underwood;John Legend,All I want For Christmas Is Music,Hallelujah,275099,country
19167,4heQUaml94Gl0rhuQ1ON63,Blake Shelton;Gwen Stefani,Easy Country,Happy Anywhere,171026,country
19168,6PhPMKGWVQ90yccC4bQ7kx,Tim McGraw,Christmas 2022,Christmas All Over The World,166168,country
19169,1tu8axV7vE0nmgYuTD09ny,Blake Shelton;Michael Bublé,Happy Country Christmas,Home,227040,country
19170,1ERoFNNh3shILiAOFWjlgg,Kenny Chesney,Easy Country,Knowing You,226266,country
19171,7KxSHM4DGe0aOyeCDEMF1R,Blake Shelton;Gwen Stefani,Single Saturday Night - Country Songs,Nobody but You,194866,country
19172,74Qd6pAZN3m4Rb1zYJDNHs,Carrie Underwood,Best Christmas Songs 2022 | For under the Mistletoe,O Come All Ye Faithful,194454,country
19173,5gqlIpczfzjHkSToi7FPK3,Tim McGraw;Catherine Dunn,Sad Country Songs,Diamond Rings And Old Barstools,198373,country
19174,1Jp4sSVE8NlhjTJ9PY6MTh,Blake Shelton;Gwen Stefani,Laidback Country,Happy Anywhere,171026,country
19175,7bZHYtkSrYFg2OjPd3mqog,Carrie Underwood,Fiesta de disfraces vol. II,Favorite Time Of Year - Amazon Original,197223,country
19176,5uvkJAiyyxXWGF0JPMxXjz,Tim McGraw,Christmas Dinner 2022,Christmas All Over The World,166168,country
19177,3wUnBlmeSQuUVXMMyTooNv,Tim McGraw,Jingle Bell Rock 2022,Christmas All Over The World,166168,country
19178,3khHZ5Tz9mwLYbEmnCimvq,Kenny Chesney,Country Road Songs,Happy Does,168733,country
19179,4ZG7iPwlyvJoFHuRWwXHOM,Kenny Chesney,Country Car Hits,Happy Does,168733,country
19180,44x4VUR7gXkrbo4aYy2d8e,Carrie Underwood,All I want For Christmas Is Music,O Come All Ye Faithful,194454,country
19181,7F4Zrd4rCDwm4AaVJ8tpCu,Blake Shelton,Christmas Time,Jingle Bell Rock,123400,country
19182,2d4pY4hVzuRkVcElAor3nW,Carrie Underwood;John Legend,pov: you ride on santa's sleigh,Hallelujah,275099,country
19183,5qxxGClUqyGC7hRwqYUjKP,Blake Shelton,Holly Jolly Christmas,Jingle Bell Rock,123400,country
19184,4xUCKWVzabAVInYPBiiFv4,Kenny Chesney,New Country,Everyone She Knows,204986,country
19185,6YUqd1sWWp76BZoESbew59,Blake Shelton,Perfect Christmas Hits,Jingle Bell Rock,123400,country
19186,2mfrgrVo0HhcPzcfiphmsy,Kenny Chesney,Hideaway - New Boots,Everyone She Knows,204986,country
19187,4vecNnSGKAOSRGzdlFDo9Z,Kenny Chesney,Cozy Country,Knowing You,226266,country
19188,351cvJkC8Vu4gPT4YMl3Ac,Kenny Chesney;Mindy Smith,Finest Country,Better Boat,224945,country
19189,4GadSyQDGXV2FXL3Acl57f,Kenny Chesney,Good Times Country,Wind On,260359,country
19190,1mElWOxIAwRJJCVNpIvuTK,Tim McGraw,Rock Christmas 2022 - The Very Best Of,Christmas All Over The World,166168,country
19191,665Aynzj4XbHKVosATYEhL,Blake Shelton,Good Times Country,She Doesn't Know She's Got It,198800,country
19192,4xcW1InAfQ7GBnDBHEC4a8,Kenny Chesney,Never Leave - Country Magic,Everyone She Knows,204986,country
19193,3yZ99lIQVH3U8EuNtieRWn,Kenny Chesney,Laidback Country,Knowing You,226266,country
19194,0dZlCvNl7rcMxdjm3VZqND,Kenny Chesney,Chillin' It - Mellow Day Country,The Life,266813,country
19195,5WqD6i9UyCi30V3LoC1zSn,Kenny Chesney,Single Saturday Night - Country Songs,Knowing You,226266,country
19196,0hBN7k2AAmbc0mM4cUAmQH,Kenny Chesney,Burn Burn Burn - Hot Country Hits,Everyone She Knows,204986,country
19197,3RzDfzK5TNMfVvQRTfJmxz,Eric Church,Tailgate Country,Drink In My Hand,191306,country
19198,0pAujWDwUAvT0CdjZbEl2H,Kenny Chesney,Oklahoma Smokeshow - Breakout Country,Everyone She Knows,204986,country
19199,5CQq6JyQ4MCI4Nspxdnz22,Eric Church,Country USA,Pledge Allegiance To The Hag,265680,country
19200,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,160133,country
19201,2KaWUXuvdE28pRmfybj4Gy,Sam Hunt,Un tecito y a mimir,Nothing Lasts Forever,184320,country
19202,44U3T6S8BsdE76sz1VmQig,Blake Shelton,New Country Hits,No Body,187640,country
19203,3R7PRbshYPRnT0mS4p02eD,Cole Swindell,New Country,Stereotype,222400,country
19204,3nISsZvfqj0tnpzVN6xtEu,Cole Swindell,Finest Country,Stay Downtown,201866,country
19205,4waVhpVhVC26pybh8ttm2a,Kacey Musgraves;Lana Del Rey,Christmas Songs 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19206,3ojhxVHTQzpKDK9RpINaRy,Kacey Musgraves;Lana Del Rey,Christmas 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19207,6rFesOvUui282rDwAm8zLo,Dolly Parton,Country Christmas Time,"I Still Believe - Live on ""A Holly Dolly Christmas"" TV Special",229874,country
19208,3kV81EbR3PjIzZV3MSabIW,Kacey Musgraves;Lana Del Rey,Christmas Best Hits 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19209,6b60YNPl0hhQvVGko9epSI,Kacey Musgraves;Lana Del Rey,Holiday Favorites 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19210,73w8GfSDzvrW229qj0TxyG,Cole Swindell,Hideaway - New Boots,Stereotype,222400,country
19211,07KkcT3p4w8TzIPm1UpC0e,Kacey Musgraves;Lana Del Rey,Holiday Tunes 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19212,5sGyUZU3woqmdsiae7m0dD,Blake Shelton,Never Leave - Country Magic,No Body,187640,country
19213,6BcKHm3M9k108jKf2C8h1l,Cole Swindell;Lainey Wilson,Easy Country,Never Say Never,177173,country
19214,3b1VmMmh8KVV5es53mROfG,Blake Shelton,Country Road Songs,No Body,187640,country
19215,3wf8esPMWHNYuWoiCPgKHt,Kacey Musgraves;Lana Del Rey,All I Want For Christmas Is You,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19216,1foBcsKBlS2TvkXexVN91y,Cole Swindell,Good Times Country,Kiss,240733,country
19217,48cWThoEPUC17cVfrcPnSX,Sam Hunt,Tailgate Country,Body Like A Back Road,165386,country
19218,6uy0EH7owLvJrUKsiqW8oS,Dierks Bentley;Maren Morris,Mientras hago aromaterapia,I'll Be The Moon,210600,country
19219,7zWPS8cNSxWgGz6U00OIyT,Dolly Parton,Country Holiday,"Mary, Did You Know?",266506,country
19220,79mxynFVrkYCXwFEsgZmCX,Dierks Bentley,Country USA,Freedom,216000,country
19221,72kjJq1k5ki32RBxu1TF3j,Cole Swindell,Country Car Hits,She Had Me at Heads Carolina,206106,country
19222,1AzdplJAVv6zmqqE9trSaf,Cole Swindell,New Country Hits,She Had Me at Heads Carolina,206106,country
19223,4SgSCdVgvLAZS0lMVndle5,Cole Swindell;Lainey Wilson,Cozy Country,Never Say Never,177173,country
19224,0PHdf5kceYHURIxLJU1lpt,Dierks Bentley;BRELAND;HARDY,Tailgate Country,Beers On Me,174680,country
19225,6lDWfsPviEeDc5xexjPOzF,Keith Urban;P!nk,Tailgate Country,One Too Many,203800,country
19226,4GKcUAbqU3gJE5TVgu8ASg,Cole Swindell,Country Road Songs,She Had Me at Heads Carolina,206106,country
19227,0KSbUqkc7zW39e4jF5au2F,Blake Shelton,Burn Burn Burn - Hot Country Hits,No Body,187640,country
19228,4p901Uf4UKvcmsDssXDFTJ,Cole Swindell,Oklahoma Smokeshow - Breakout Country,Stereotype,222400,country
19229,1mKiMWqgZQrkjJyaT3Qp7C,Dolly Parton;Michael Bublé,Perfect Christmas Hits,"Cuddle Up, Cozy Down Christmas",219169,country
19230,0dA9bpWJw0yejIthqosxKb,Cole Swindell,Single Saturday Night - Country Songs,Single Saturday Night,189960,country
19231,0CwTsWbRl9vohH2RHAVqBy,Cole Swindell,Hideaway - New Boots,She Had Me at Heads Carolina,206106,country
19232,5uJNs7kHNXqmX8MSv52QN9,Kacey Musgraves,sadsadchristmas,Christmas Makes Me Cry,170786,country
19233,0vwh0gJI3ovQwuMdSl1C8S,Cole Swindell;Lainey Wilson,Laidback Country,Never Say Never,177173,country
19234,6ixXkrS6uKUnFfkPxj2V8o,Dolly Parton;Michael Bublé,Cuddle Up Christmas,"Cuddle Up, Cozy Down Christmas",219169,country
19235,2y6u1FsY2HSuSsn0cemmqu,Cole Swindell,Single Saturday Night - Country Songs,You Should Be Here,190173,country
19236,2i3jHrou8M7ec3AZi8HgPF,Sam Hunt,Mientras hago aromaterapia,Body Like A Back Road,165386,country
19237,421rkTNDnlI51wRDILMtdD,Kacey Musgraves;Lana Del Rey,Rock Christmas 2022 - The Very Best Of,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19238,1sEdRUbWvAP3uy8hmIfHkK,Blake Shelton,Oklahoma Smokeshow - Breakout Country,No Body,187640,country
19239,6DGrwPZQbPe2r3AS3LfcAw,Dolly Parton;Michael Bublé,Happy Country Christmas,"Cuddle Up, Cozy Down Christmas",219169,country
19240,6BFqJdjynoNSJiWyznyFJ6,Dolly Parton;Jimmy Fallon,Holly Jolly Christmas,All I Want for Christmas Is You,244874,country
19241,5aTofizIEsOAnD44vsuCQH,Dolly Parton;Jimmy Fallon,Christmas Time,All I Want for Christmas Is You,244874,country
19242,3JUspuLoZiYcmvjbHY488r,Cole Swindell,Never Leave - Country Magic,She Had Me at Heads Carolina,206106,country
19243,74nQluIhAOkMOn0w8FNRTJ,Cole Swindell,Burn Burn Burn - Hot Country Hits,She Had Me at Heads Carolina,206106,country
19244,7yOIaeHJ17V5ZUE8pRAd7b,Dolly Parton;Michael Bublé,Merry Christmas,"Cuddle Up, Cozy Down Christmas",219169,country
19245,6YB4nQPRxwRcqpNMLWY53B,Dolly Parton;Jimmy Fallon,Christmas Music - Holiday Hits,All I Want for Christmas Is You,244874,country
19246,5IoDSNO8QBvxCHGgQeIlKO,Cole Swindell,Chillin' It - Mellow Day Country,Chillin' It,196746,country
19247,5sayrs9XWbGsK4maiGECG4,Cole Swindell,Oklahoma Smokeshow - Breakout Country,She Had Me at Heads Carolina,206106,country
19248,4Bl10FX8eEnYIUFYwir2h9,Cole Swindell,Your Perfect Soundtrack,She Had Me at Heads Carolina,206106,country
19249,1czrV52qlUec3aPirLYYcL,Willie Nelson;Norah Jones,Desayuno en calma,Baby It's Cold Outside,240533,country
19250,1YYhDizHx7PnDhAhko6cDS,John Denver,"Poems, Prayers and Promises","Take Me Home, Country Roads",190160,country
19251,57buRfUBYm7fFFoIM78qbs,Kacey Musgraves,Best Alternative Pop Tunes,easier said,187360,country
19252,4XTJWc22VRo7oK4e6YmwtT,Kacey Musgraves,Best Alternative Pop Tunes,star-crossed,199226,country
19253,0WdLTvDQ6FD8jSkUjSvHqe,Kacey Musgraves,West Coast,star-crossed,199226,country
19254,6Do9ZomVFqtwpv9IbmRXpm,Kacey Musgraves;Lana Del Rey,Acoustic Christmas Campfire,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19255,1Tzxai0OSbtiiZMIOwgDut,Kacey Musgraves,Best Alternative Pop Tunes,star-crossed,199226,country
19256,0Q8L3edvNAAJ3CWgp1HxOO,Kacey Musgraves,Christmas Songs 2022,Feliz Navidad,201373,country
19257,6yewqac4EpQUb0zDD2U8MR,Kacey Musgraves;Lana Del Rey,Christmas Dinner 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19258,2kUfTIfkXwvL8fhVpUJI66,Kacey Musgraves;Lana Del Rey,sadsadchristmas,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19259,7GFvNSVGH1rwZ022nmehm7,Kacey Musgraves;Lana Del Rey,Alternative Christmas 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19260,4Tswz6Vd2cZg7Snm5rEtOF,Kacey Musgraves;Lana Del Rey,Holiday Anthems 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19261,4ifiz8TRTNdG9ORNWh2P0Q,Kacey Musgraves;Lana Del Rey,Jingle Bell Rock 2022,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,132108,country
19262,5Ae0vG7VEUzclhvYLOhmcN,Kacey Musgraves,Beste Weihnachtslieder,Feliz Navidad,201373,country
19263,1Kkns2q20FCjLJpr6rZucI,Kacey Musgraves,Weihnachten Playlist,Feliz Navidad,201373,country
19264,4RUFaIBvDBchXhoadT8CRM,Kacey Musgraves;Camila Cabello,Christmas Songs 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19265,0X8LZO3QByfmZolbkktTPR,Kacey Musgraves;Leon Bridges,Christmas Songs 2022,Present Without A Bow,230480,country
19266,2QKGw8gM1Q5FKRkvhdOkkJ,Kacey Musgraves,Holidays Are Coming,Feliz Navidad,201373,country
19267,2C8AkTKpeOWIwNZFtlFxtd,Kacey Musgraves;Leon Bridges,Holidays Are Coming,Present Without A Bow,230480,country
19268,0sJI0ZyPI4M4wyMS7AcA0G,Kacey Musgraves;Leon Bridges,Christmas Best Hits 2022,Present Without A Bow,230480,country
19269,3ZmOqbHp958pIFBjsufcN0,Kacey Musgraves;Leon Bridges,All I Want For Christmas Is You,Present Without A Bow,230480,country
19270,3UF0PiAB94TmqxRNq4p7Tu,Kacey Musgraves;Leon Bridges,Jingle Bell Rock 2022,Present Without A Bow,230480,country
19271,0aksruBWQc4O42I23SleuW,Kacey Musgraves,pov: you have a holly jolly christmas,Feliz Navidad,201373,country
19272,3GYJcVIgHXrvROEWKGXmDc,Kacey Musgraves,Santa Claus Is Coming To Town,Feliz Navidad,201373,country
19273,0NXaCE6On3ZbHqzI5INTxp,Kacey Musgraves;Leon Bridges,Christmas Dinner 2022,Present Without A Bow,230480,country
19274,581N346m1nuPZYMr9JXQZA,Kacey Musgraves;Leon Bridges,Beste Weihnachtslieder,Present Without A Bow,230480,country
19275,6cOUWggXh4qXXPzMIIvQ0b,Kacey Musgraves;Leon Bridges,Weihnachten Playlist,Present Without A Bow,230480,country
19276,5h9wUtiU1t7kJsZto2eUGm,Kacey Musgraves;Leon Bridges,Lonely Christmas 2022,Present Without A Bow,230480,country
19277,0lKZAkE4ni8ruTOPli9F5k,Kacey Musgraves;Troye Sivan,Best Christmas Playlist Ever 2022,Glittery - From The Kacey Musgraves Christmas Show Soundtrack,143596,country
19278,6lfesPvu16ExPnecELeMwt,Kacey Musgraves;Camila Cabello,Holidays Are Coming,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19279,0t02v0CVkIMWiCJ9vm937B,Kacey Musgraves,Weihnachten Musik,Feliz Navidad,201373,country
19280,0fI5GUO2rDHujmgu6JpUgQ,Kacey Musgraves;Camila Cabello,Christmas 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19281,7iICQYCePAFph6eUIgBbOn,Kacey Musgraves;Camila Cabello,CHRISTMAS TOP HITS 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19282,5KEWnHcFI1AjYNBMx5m1ND,Kacey Musgraves,World's Best Christmas Playlist,Feliz Navidad,201373,country
19283,7CApeRUBX1cqQHmyCC1ofY,Kacey Musgraves;Troye Sivan,The Very Best Christmas Songs 2022,Glittery - From The Kacey Musgraves Christmas Show Soundtrack,143596,country
19284,0g2BTqSPGs13jBBOncJSxu,Kacey Musgraves;Camila Cabello,Jingle Bell Rock 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19285,6ocrXqJsh3T7NQ9Xuak0o2,Kacey Musgraves;Camila Cabello,Christmas Dinner 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19286,2eEW5oUP1iIWhC9fKGrmtH,Kacey Musgraves;Zooey Deschanel,Holidays Are Coming,Mele Kalikimaka - From The Kacey Musgraves Christmas Show,183943,country
19287,3JTW3jYsXWST0qp1y3uJ5H,Kacey Musgraves;Camila Cabello,Santa Claus Is Coming To Town,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19288,5sAUgrmC6oLNN1fNFL4eax,Kacey Musgraves;Camila Cabello,Weihnachtspop 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19289,0WiqhuNjzdiK3Kf0SfSWmG,Kacey Musgraves;Camila Cabello,"It's Christmas, Let's Dance",Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19290,73ckexV1890p7kz7P6AJYQ,Kacey Musgraves;Camila Cabello,Pop Christmas 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19291,55FUCDgGRlKY1GtfisHqR1,Kacey Musgraves;Camila Cabello,Christmas Best Hits 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19292,5pNAyiG39qtj7w8iMcoh6L,Kacey Musgraves,A Merry Modern Christmas,Feliz Navidad,201373,country
19293,69ftQx3HAMJx4ODVAeNWjT,Kacey Musgraves;Camila Cabello,All I Want For Christmas Is You,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19294,0AImaoLL03GspnSYyhh5Pd,Kacey Musgraves;Zooey Deschanel,Weihnachtssongs,Mele Kalikimaka - From The Kacey Musgraves Christmas Show,183943,country
19295,5eCl4mczlm5RKfEhprt94p,Kacey Musgraves,Slow Christmas Songs 2022,Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show,183372,country
19296,3nSHkz2pTH4TzTVfdPvZ8A,Kacey Musgraves,Chill Christmas Dinner,Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show,183372,country
19297,7yYcd2Fqa4E9sjOLPhnwpc,Kacey Musgraves;Willie Nelson,Christmas Country Songs 2022,A Willie Nice Christmas,203640,country
19298,5WJTVtdhtZRYdLdVfZHXDC,Kacey Musgraves,Lonely Christmas 2022,Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show,183372,country
19299,78HyBaJISlSxlmKgZCOdcg,Kacey Musgraves;Camila Cabello,Rock Christmas 2022 - The Very Best Of,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,124240,country
19300,1WzAeadSKJhqykZFbJNmQv,Josh Turner,Your Man,Your Man,211893,country
19301,7GAaTpSoTWUTbP2Yxlt4Hd,Lady A,Need You Now,Need You Now,236440,country
19302,1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain,Come On Over,You're Still The One,212200,country
19303,5f1joOtoMeyppIcJGZQvqJ,Kane Brown;Swae Lee;Khalid,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,191406,country
19304,472vIK1ldetTxRxG3ovaiY,Dan + Shay,Glad You Exist,Glad You Exist,144533,country
19305,34chhNX59Wo9HMFCsI3K8Y,Kane Brown;blackbear,Memory,Memory,153337,country
19306,5n4kMW5dn7MHFhXQuJb9zG,Restless Road,Growing Old With You,Growing Old With You,196007,country
19307,10M2Ex445zw585Ducldzkw,Brett Young,Brett Young,In Case You Didn't Know,224853,country
19308,63jfUirW2IkypzR5BYiV8Q,Brett Young,Sad Country Songs,Mercy,217120,country
19309,71lFFVaT9SLEnOAYjQSPsc,Kacey Musgraves,Autumn Vibes 2022,justified,180800,country
19310,4yZyftmjG4vOK7KkOgOJsU,Rascal Flatts;Natasha Bedingfield,Sad Country Songs,Easy - Single Edit,213009,country
19311,59IPT6zHHTfZhY2ubtAVeL,Brett Young,Pop Christmas 2022,Silver Bells,212861,country
19312,6P3WtLdcQjc2BpCHf5yATw,Parker McCollum,Tailgate Country,Handle On You,219333,country
19313,7ho8AmAGyByBomWJPwThKX,Lynyrd Skynyrd,Sweet Home Alabama,Sweet Home Alabama,285373,country
19314,4TvZe6U2SwgEScreWEGA6y,Riley Green,Sad Country Songs,I Let A Damn Good Woman Leave,212200,country
19315,7CeX5a1yiPeE9j2e7tHcgX,Brett Young,Sad Country Songs,You Ain't Here To Kiss Me,218960,country
19316,7lKqg8JBcJbbQXssnwDAxc,Lady A;Little Big Town,Sad Country Songs,The Thing That Wrecks You,275133,country
19317,2RNeNeEbmvfvNcnNR5pSDR,Brett Young,Christmas Country Songs 2022,Hallelujah,247765,country
19318,6JZg74LR98YrRM0wlbCDLM,Rascal Flatts,Christmas Country Songs 2022,Joy To The World,218520,country
19319,2g5S7wT7ESu0QwiwwPNZxQ,Lady A,Pop Christmas 2022,Christmas Through Your Eyes,239266,country
19320,5LoTy8lGFkffsP1bjU1W9g,Kacey Musgraves;Leon Bridges,Christmas 2022,Present Without A Bow,230480,country
19321,1AO5q3PNXDWNwgern0S2zt,Lynyrd Skynyrd,70s Christmas Party,Sweet Home Alabama,285373,country
19322,4L6mJJhYx3PNhKhaXX4BCw,Lynyrd Skynyrd,Country Car Hits,Simple Life,197106,country
19323,25xhL1egtULWxHD5YDJ9XY,Kacey Musgraves;Leon Bridges,Christmas Day Chill,Present Without A Bow,230480,country
19324,3Vx90YU1nE9FDb1t8wvXBW,Darius Rucker,Country Christmas Greatest Hits,"You're A Mean One, Mr. Grinch",206840,country
19325,2lTvTA03fnnqx0JQPUP3P8,Lady A,GOD JUL,A Holly Jolly Christmas,122826,country
19326,3bwXXVAgssrfzsJPG8p8TC,Little Big Town,Country Christmas Greatest Hits,Have Yourself A Merry Little Christmas,229520,country
19327,1PvFGbb2Gj9GsalJgy6UhM,Little Big Town,Calm Christmas,Have Yourself A Merry Little Christmas,232720,country
19328,5pkRgODcezwvayn3yGIxHK,Lady A,JULMUSIK,A Holly Jolly Christmas,122826,country
19329,3dcDc0eaQabbXoTNXysU6U,Little Big Town,Country USA,Boondocks,272346,country
19330,4a5Dibxjp4I8e4DWHg6apf,Lynyrd Skynyrd,Country Road Songs,Simple Life,197106,country
19331,1JmlZodBeJCzYsUMROca9M,Riley Green,Country USA,Jesus And Wranglers,183560,country
19332,0d6VlFG2bn8yL0wiGgJRPx,Lauren Alaina,Christmas Country Songs 2022,O Holy Night,268373,country
19333,7nzbdPYlaoVjV42rzBWStH,Darius Rucker,Fishing Music,Wagon Wheel,298400,country
19334,2OWYsqzFeKRxXzIzhv3a0n,Little Big Town,Christmas Day Chill,Have Yourself A Merry Little Christmas,232720,country
19335,1ndsiN20NoDjZka7Uiij2b,Kenny Rogers,Christmas Time,I'll Be Home for Christmas,164906,country
19336,7thLVTvGXOpJcMEmQPNxU8,Little Big Town,Tailgate Country,Day Drinking,178840,country
19337,6douPMNtBroh5JmfUKe4Tk,Kenny Rogers,Perfect Christmas Hits,I'll Be Home for Christmas,164906,country
19338,1q1qgE012Z79VBqqUBaPoz,Lady A,Tailgate Country,Champagne Night - From Songland,185069,country
19339,3hDSiWsdRj4e6iDV9Pc3tq,Darius Rucker,Tailgate Country,Wagon Wheel,298400,country
19340,2Ok3RB6OuSkV140AgyCuqd,Lynyrd Skynyrd,Rock Workout 2023,Sweet Home Alabama,285373,country
19341,1gJrH78tBc0ymRXZiizxKx,Lynyrd Skynyrd,Best 70s Rock Tunes,Sweet Home Alabama,285373,country
19342,5Sy1r6KDFCzuYeUqH9n0w3,Toby Keith,Tailgate Country,A Little Less Talk And A Lot More Action,169453,country
19343,2plJHpNYOmZUCcWieMc3FN,Little Big Town,Christmas Country Songs 2022,Go Tell It On The Mountain,230000,country
19344,0bvt5MK16LmsCqDhVegw3f,Kenny Rogers;Kim Carnes,Best 70s Rock Tunes,Don't Fall In Love With A Dreamer,220400,country
19345,6fsHeJsRAscaPO6Wi8zwTX,Lynyrd Skynyrd,Best 70s Rock Tunes,Sweet Home Alabama,285373,country
19346,1PaIRzJB1zB0jCxUPrW9OV,Riley Green,Tailgate Country,Georgia Time,221200,country
19347,6LBsmn8XJRNXv1jBBWFHV1,Kenny Rogers,Merry Christmas,I'll Be Home for Christmas,164906,country
19348,6scecOoBpMr3jV08gbSW3O,Lauren Alaina,Christmas Country Songs 2022,Like My Mother Does - American Idol Performance,252053,country
19349,5fSKILoPQapUmvK0rRpKsj,Toby Keith,Country USA,"Courtesy Of The Red, White And Blue (The Angry American)",195480,country
19350,3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Something in the Orange,228013,country
19351,4BXkf6yww23Vdju7E1fUrn,Brad Paisley;Alison Krauss,Hits Alive,Whiskey Lullaby (feat. Alison Krauss),259453,country
19352,1GIFDbwxGx1jVfroBbzmwh,Josh Turner;Chris Janson,Country USA,Country State Of Mind,242022,country
19353,7C2xXcXTr7AItNOMVr1Oul,Gabby Barrett,Country Car Hits,Pick Me Up,169440,country
19354,784F2uaW9wuXvf9QiXzTUU,Gabby Barrett,New Country Hits,Pick Me Up,169440,country
19355,3GCVKDkxKwMHHHOurpI6qR,Billy Ray Cyrus,Country USA,Some Gave All,245200,country
19356,0TgKHlvgZEfaiALjWqyidx,Gabby Barrett,Cozy Country,The Good Ones,215140,country
19357,4BPcGND7l0vR0D2Ky8mJP1,Gabby Barrett;Charlie Puth,Single Saturday Night - Country Songs,I Hope,211605,country
19358,5BacLdcOdRTV9VRqVpBchv,Gabby Barrett,Country Road Songs,Pick Me Up,169440,country
19359,3wyJhkm39HVs3Riocur2Rf,Billy Ray Cyrus,90's Music Grandi Successi,Achy Breaky Heart,206800,country
